"from","to","n","from_iso","to_iso"
"Mali","Algeria",NA,"MLI","DZA"
"Malta","Algeria",NA,"MLT","DZA"
"Marshall Islands","Algeria",NA,"MHL","DZA"
"Mauritania","Algeria",NA,"MRT","DZA"
"Mauritius","Algeria",NA,"MUS","DZA"
"Mayotte","Algeria",NA,"MYT","DZA"
"Mexico","Algeria",NA,"MEX","DZA"
"Micronesia, Fed. Sts.","Algeria",NA,"FSM","DZA"
"Moldova","Algeria",NA,"MDA","DZA"
"Monaco","Algeria",NA,"MCO","DZA"
"Mongolia","Algeria",NA,"MNG","DZA"
"Montenegro","Algeria",NA,"MNE","DZA"
"Morocco","Algeria",NA,"MAR","DZA"
"Mozambique","Algeria",NA,"MOZ","DZA"
"Myanmar","Algeria",NA,"MMR","DZA"
"Namibia","Algeria",NA,"NAM","DZA"
"Nepal","Algeria",NA,"NPL","DZA"
"Netherlands","Algeria",NA,"NLD","DZA"
"Netherlands Antilles","Algeria",NA,"ANT","DZA"
"New Caledonia","Algeria",NA,"NCL","DZA"
"New Zealand","Algeria",NA,"NZL","DZA"
"Nicaragua","Algeria",NA,"NIC","DZA"
"Niger","Algeria",NA,"NER","DZA"
"Nigeria","Algeria",NA,"NGA","DZA"
"Northern Mariana Islands","Algeria",NA,"MNP","DZA"
"Norway","Algeria",NA,"NOR","DZA"
"Oman","Algeria",NA,"OMN","DZA"
"Pakistan","Algeria",NA,"PAK","DZA"
"Palau","Algeria",NA,"PLW","DZA"
"Panama","Algeria",NA,"PAN","DZA"
"Papua New Guinea","Algeria",NA,"PNG","DZA"
"Paraguay","Algeria",NA,"PRY","DZA"
"Peru","Algeria",NA,"PER","DZA"
"Philippines","Algeria",NA,"PHL","DZA"
"Poland","Algeria",NA,"POL","DZA"
"Portugal","Algeria",NA,"PRT","DZA"
"Puerto Rico","Algeria",NA,"PRI","DZA"
"Qatar","Algeria",NA,"QAT","DZA"
"Romania","Algeria",NA,"ROU","DZA"
"Russian Federation","Algeria",NA,"RUS","DZA"
"Rwanda","Algeria",NA,"RWA","DZA"
"Samoa","Algeria",NA,"WSM","DZA"
"San Marino","Algeria",NA,"SMR","DZA"
"São Tomé and Principe","Algeria",NA,"STP","DZA"
"Saudi Arabia","Algeria",NA,"SAU","DZA"
"Senegal","Algeria",NA,"SEN","DZA"
"Serbia","Algeria",NA,"SRB","DZA"
"Seychelles","Algeria",NA,"SYC","DZA"
"Sierra Leone","Algeria",NA,"SLE","DZA"
"Singapore","Algeria",NA,"SGP","DZA"
"Slovak Republic","Algeria",NA,"SVK","DZA"
"Slovenia","Algeria",NA,"SVN","DZA"
"Solomon Islands","Algeria",NA,"SLB","DZA"
"Somalia","Algeria",NA,"SOM","DZA"
"South Africa","Algeria",NA,"ZAF","DZA"
"Spain","Algeria",NA,"ESP","DZA"
"Sri Lanka","Algeria",NA,"LKA","DZA"
"St. Kitts and Nevis","Algeria",NA,"KNA","DZA"
"St. Lucia","Algeria",NA,"LCA","DZA"
"St. Vincent and the Grenadines","Algeria",NA,"VCT","DZA"
"Sudan","Algeria",NA,"SDN","DZA"
"Suriname","Algeria",NA,"SUR","DZA"
"Swaziland","Algeria",NA,"SWZ","DZA"
"Sweden","Algeria",NA,"SWE","DZA"
"Switzerland","Algeria",NA,"CHE","DZA"
"Syrian Arab Republic","Algeria",NA,"SYR","DZA"
"Tajikistan","Algeria",NA,"TJK","DZA"
"Tanzania","Algeria",NA,"TZA","DZA"
"Thailand","Algeria",NA,"THA","DZA"
"Timor-Leste","Algeria",NA,"TLS","DZA"
"Togo","Algeria",NA,"TGO","DZA"
"Tonga","Algeria",NA,"TON","DZA"
"Trinidad and Tobago","Algeria",NA,"TTO","DZA"
"Tunisia","Algeria",NA,"TUN","DZA"
"Turkey","Algeria",NA,"TUR","DZA"
"Turkmenistan","Algeria",NA,"TKM","DZA"
"Turks and Caicos Islands","Algeria",NA,"TCA","DZA"
"Tuvalu","Algeria",NA,"TUV","DZA"
"Uganda","Algeria",NA,"UGA","DZA"
"Ukraine","Algeria",NA,"UKR","DZA"
"United Arab Emirates","Algeria",NA,"ARE","DZA"
"United Kingdom","Algeria",NA,"GBR","DZA"
"United States","Algeria",NA,"USA","DZA"
"Uruguay","Algeria",NA,"URY","DZA"
"Uzbekistan","Algeria",NA,"UZB","DZA"
"Vanuatu","Algeria",NA,"VUT","DZA"
"Venezuela, RB","Algeria",NA,"VEN","DZA"
"Vietnam","Algeria",NA,"VNM","DZA"
"Virgin Islands (U.S.)","Algeria",NA,"VIR","DZA"
"West Bank and Gaza","Algeria",NA,"PSE","DZA"
"Yemen, Rep.","Algeria",NA,"YEM","DZA"
"Zambia","Algeria",NA,"ZMB","DZA"
"Zimbabwe","Algeria",NA,"ZWE","DZA"
"Other South","Algeria",NA,NA,"DZA"
"Other North","Algeria",NA,NA,"DZA"
"Afghanistan","American Samoa",0,"AFG","ASM"
"Albania","American Samoa",0,"ALB","ASM"
"Algeria","American Samoa",0,"DZA","ASM"
"American Samoa","American Samoa",0,"ASM","ASM"
"Andorra","American Samoa",0,"AND","ASM"
"Angola","American Samoa",0,"AGO","ASM"
"Antigua and Barbuda","American Samoa",0,"ATG","ASM"
"Argentina","American Samoa",0,"ARG","ASM"
"Armenia","American Samoa",0,"ARM","ASM"
"Aruba","American Samoa",0,"ABW","ASM"
"Australia","American Samoa",0,"AUS","ASM"
"Austria","American Samoa",0,"AUT","ASM"
"Azerbaijan","American Samoa",0,"AZE","ASM"
"Bahamas, The","American Samoa",0,"BHS","ASM"
"Bahrain","American Samoa",0,"BHR","ASM"
"Bangladesh","American Samoa",0,"BGD","ASM"
"Barbados","American Samoa",0,"BRB","ASM"
"Belarus","American Samoa",0,"BLR","ASM"
"Belgium","American Samoa",0,"BEL","ASM"
"Belize","American Samoa",0,"BLZ","ASM"
"Benin","American Samoa",0,"BEN","ASM"
"Bermuda","American Samoa",0,"BMU","ASM"
"Bhutan","American Samoa",0,"BTN","ASM"
"Bolivia","American Samoa",0,"BOL","ASM"
"Bosnia and Herzegovina","American Samoa",0,"BIH","ASM"
"Botswana","American Samoa",0,"BWA","ASM"
"Brazil","American Samoa",0,"BRA","ASM"
"Brunei Darussalam","American Samoa",0,"BRN","ASM"
"Bulgaria","American Samoa",0,"BGR","ASM"
"Burkina Faso","American Samoa",0,"BFA","ASM"
"Burundi","American Samoa",0,"BDI","ASM"
"Cambodia","American Samoa",0,"KHM","ASM"
"Cameroon","American Samoa",0,"CMR","ASM"
"Canada","American Samoa",0,"CAN","ASM"
"Cape Verde","American Samoa",0,"CPV","ASM"
"Cayman Islands","American Samoa",0,"CYM","ASM"
"Central African Republic","American Samoa",0,"CAF","ASM"
"Chad","American Samoa",0,"TCD","ASM"
"Channel Islands","American Samoa",0,"","ASM"
"Chile","American Samoa",0,"CHL","ASM"
"China","American Samoa",190.878288545989,"CHN","ASM"
"Colombia","American Samoa",0,"COL","ASM"
"Comoros","American Samoa",0,"COM","ASM"
"Congo, Dem. Rep.","American Samoa",0,"COD","ASM"
"Congo, Rep.","American Samoa",0,"COG","ASM"
"Costa Rica","American Samoa",0,"CRI","ASM"
"Côte d'Ivoire","American Samoa",0,"CIV","ASM"
"Croatia","American Samoa",0,"HRV","ASM"
"Cuba","American Samoa",0,"CUB","ASM"
"Cyprus","American Samoa",0,"CYP","ASM"
"Czech Republic","American Samoa",0,"CZE","ASM"
"Denmark","American Samoa",0,"DNK","ASM"
"Djibouti","American Samoa",0,"DJI","ASM"
"Dominica","American Samoa",0,"DMA","ASM"
"Dominican Republic","American Samoa",0,"DOM","ASM"
"Ecuador","American Samoa",0,"ECU","ASM"
"Egypt, Arab Rep.","American Samoa",0,"EGY","ASM"
"El Salvador","American Samoa",0,"SLV","ASM"
"Equatorial Guinea","American Samoa",0,"GNQ","ASM"
"Eritrea","American Samoa",0,"ERI","ASM"
"Estonia","American Samoa",0,"EST","ASM"
"Ethiopia","American Samoa",0,"ETH","ASM"
"Faeroe Islands","American Samoa",0,"FRO","ASM"
"Fiji","American Samoa",174.876515853511,"FJI","ASM"
"Finland","American Samoa",0,"FIN","ASM"
"France","American Samoa",0,"FRA","ASM"
"French Polynesia","American Samoa",0,"PYF","ASM"
"Gabon","American Samoa",0,"GAB","ASM"
"Gambia, The","American Samoa",0,"GMB","ASM"
"Georgia","American Samoa",0,"GEO","ASM"
"Germany","American Samoa",0,"DEU","ASM"
"Ghana","American Samoa",0,"GHA","ASM"
"Gibraltar","American Samoa",0,"GIB","ASM"
"Greece","American Samoa",0,"GRC","ASM"
"Greenland","American Samoa",0,"GRL","ASM"
"Grenada","American Samoa",0,"GRD","ASM"
"Guam","American Samoa",0,"GUM","ASM"
"Guatemala","American Samoa",0,"GTM","ASM"
"Guinea","American Samoa",0,"GIN","ASM"
"Guinea-Bissau","American Samoa",0,"GNB","ASM"
"Guyana","American Samoa",0,"GUY","ASM"
"Haiti","American Samoa",0,"HTI","ASM"
"Honduras","American Samoa",0,"HND","ASM"
"Hong Kong, China","American Samoa",0,"HKG","ASM"
"Hungary","American Samoa",0,"HUN","ASM"
"Iceland","American Samoa",0,"ISL","ASM"
"India","American Samoa",0,"IND","ASM"
"Indonesia","American Samoa",0,"IDN","ASM"
"Iran, Islamic Rep.","American Samoa",0,"IRN","ASM"
"Iraq","American Samoa",0,"IRQ","ASM"
"Ireland","American Samoa",0,"IRL","ASM"
"Isle of Man","American Samoa",0,"IMN","ASM"
"Israel","American Samoa",0,"ISR","ASM"
"Italy","American Samoa",0,"ITA","ASM"
"Jamaica","American Samoa",0,"JAM","ASM"
"Japan","American Samoa",0,"JPN","ASM"
"Jordan","American Samoa",0,"JOR","ASM"
"Kazakhstan","American Samoa",0,"KAZ","ASM"
"Kenya","American Samoa",0,"KEN","ASM"
"Kiribati","American Samoa",0,"KIR","ASM"
"Korea, Dem. Rep.","American Samoa",0,"PRK","ASM"
"Korea, Rep.","American Samoa",209.166028765964,"KOR","ASM"
"Kosovo","American Samoa",0,"KOS","ASM"
"Kuwait","American Samoa",0,"KWT","ASM"
"Kyrgyz Republic","American Samoa",0,"KGZ","ASM"
"Lao PDR","American Samoa",0,"LAO","ASM"
"Latvia","American Samoa",0,"LVA","ASM"
"Lebanon","American Samoa",0,"LBN","ASM"
"Lesotho","American Samoa",0,"LSO","ASM"
"Liberia","American Samoa",0,"LBR","ASM"
"Libya","American Samoa",0,"LBY","ASM"
"Liechtenstein","American Samoa",0,"LIE","ASM"
"Lithuania","American Samoa",0,"LTU","ASM"
"Luxembourg","American Samoa",0,"LUX","ASM"
"Macao, China","American Samoa",0,"MAC","ASM"
"Macedonia, FYR","American Samoa",0,"MKD","ASM"
"Madagascar","American Samoa",0,"MDG","ASM"
"Malawi","American Samoa",0,"MWI","ASM"
"Malaysia","American Samoa",0,"MYS","ASM"
"Maldives","American Samoa",0,"MDV","ASM"
"Mali","American Samoa",0,"MLI","ASM"
"Malta","American Samoa",0,"MLT","ASM"
"Marshall Islands","American Samoa",0,"MHL","ASM"
"Mauritania","American Samoa",0,"MRT","ASM"
"Mauritius","American Samoa",0,"MUS","ASM"
"Mayotte","American Samoa",0,"MYT","ASM"
"Mexico","American Samoa",0,"MEX","ASM"
"Micronesia, Fed. Sts.","American Samoa",0,"FSM","ASM"
"Moldova","American Samoa",0,"MDA","ASM"
"Monaco","American Samoa",0,"MCO","ASM"
"Mongolia","American Samoa",0,"MNG","ASM"
"Montenegro","American Samoa",0,"MNE","ASM"
"Morocco","American Samoa",0,"MAR","ASM"
"Mozambique","American Samoa",0,"MOZ","ASM"
"Myanmar","American Samoa",0,"MMR","ASM"
"Namibia","American Samoa",0,"NAM","ASM"
"Nepal","American Samoa",0,"NPL","ASM"
"Netherlands","American Samoa",0,"NLD","ASM"
"Netherlands Antilles","American Samoa",0,"ANT","ASM"
"New Caledonia","American Samoa",0,"NCL","ASM"
"New Zealand","American Samoa",262.886265662141,"NZL","ASM"
"Nicaragua","American Samoa",0,"NIC","ASM"
"Niger","American Samoa",0,"NER","ASM"
"Nigeria","American Samoa",0,"NGA","ASM"
"Northern Mariana Islands","American Samoa",0,"MNP","ASM"
"Norway","American Samoa",0,"NOR","ASM"
"Oman","American Samoa",0,"OMN","ASM"
"Pakistan","American Samoa",0,"PAK","ASM"
"Palau","American Samoa",0,"PLW","ASM"
"Panama","American Samoa",0,"PAN","ASM"
"Papua New Guinea","American Samoa",0,"PNG","ASM"
"Paraguay","American Samoa",0,"PRY","ASM"
"Peru","American Samoa",0,"PER","ASM"
"Philippines","American Samoa",758.941219128963,"PHL","ASM"
"Poland","American Samoa",0,"POL","ASM"
"Portugal","American Samoa",0,"PRT","ASM"
"Puerto Rico","American Samoa",0,"PRI","ASM"
"Qatar","American Samoa",0,"QAT","ASM"
"Romania","American Samoa",0,"ROU","ASM"
"Russian Federation","American Samoa",0,"RUS","ASM"
"Rwanda","American Samoa",0,"RWA","ASM"
"Samoa","American Samoa",20244.5284235123,"WSM","ASM"
"San Marino","American Samoa",0,"SMR","ASM"
"São Tomé and Principe","American Samoa",0,"STP","ASM"
"Saudi Arabia","American Samoa",0,"SAU","ASM"
"Senegal","American Samoa",0,"SEN","ASM"
"Serbia","American Samoa",0,"SRB","ASM"
"Seychelles","American Samoa",0,"SYC","ASM"
"Sierra Leone","American Samoa",0,"SLE","ASM"
"Singapore","American Samoa",0,"SGP","ASM"
"Slovak Republic","American Samoa",0,"SVK","ASM"
"Slovenia","American Samoa",0,"SVN","ASM"
"Solomon Islands","American Samoa",0,"SLB","ASM"
"Somalia","American Samoa",0,"SOM","ASM"
"South Africa","American Samoa",0,"ZAF","ASM"
"Spain","American Samoa",0,"ESP","ASM"
"Sri Lanka","American Samoa",0,"LKA","ASM"
"St. Kitts and Nevis","American Samoa",0,"KNA","ASM"
"St. Lucia","American Samoa",0,"LCA","ASM"
"St. Vincent and the Grenadines","American Samoa",0,"VCT","ASM"
"Sudan","American Samoa",0,"SDN","ASM"
"Suriname","American Samoa",0,"SUR","ASM"
"Swaziland","American Samoa",0,"SWZ","ASM"
"Sweden","American Samoa",0,"SWE","ASM"
"Switzerland","American Samoa",0,"CHE","ASM"
"Syrian Arab Republic","American Samoa",0,"SYR","ASM"
"Tajikistan","American Samoa",0,"TJK","ASM"
"Tanzania","American Samoa",0,"TZA","ASM"
"Thailand","American Samoa",0,"THA","ASM"
"Timor-Leste","American Samoa",0,"TLS","ASM"
"Togo","American Samoa",0,"TGO","ASM"
"Tonga","American Samoa",1309.85939325571,"TON","ASM"
"Trinidad and Tobago","American Samoa",0,"TTO","ASM"
"Tunisia","American Samoa",0,"TUN","ASM"
"Turkey","American Samoa",0,"TUR","ASM"
"Turkmenistan","American Samoa",0,"TKM","ASM"
"Turks and Caicos Islands","American Samoa",0,"TCA","ASM"
"Tuvalu","American Samoa",0,"TUV","ASM"
"Uganda","American Samoa",0,"UGA","ASM"
"Ukraine","American Samoa",0,"UKR","ASM"
"United Arab Emirates","American Samoa",0,"ARE","ASM"
"United Kingdom","American Samoa",0,"GBR","ASM"
"United States","American Samoa",4105.59767938439,"USA","ASM"
"Uruguay","American Samoa",0,"URY","ASM"
"Uzbekistan","American Samoa",0,"UZB","ASM"
"Vanuatu","American Samoa",0,"VUT","ASM"
"Venezuela, RB","American Samoa",0,"VEN","ASM"
"Vietnam","American Samoa",233.168687804682,"VNM","ASM"
"Virgin Islands (U.S.)","American Samoa",0,"VIR","ASM"
"West Bank and Gaza","American Samoa",0,"PSE","ASM"
"Yemen, Rep.","American Samoa",0,"YEM","ASM"
"Zambia","American Samoa",0,"ZMB","ASM"
"Zimbabwe","American Samoa",0,"ZWE","ASM"
"Other South","American Samoa",733.54265713018,NA,"ASM"
"Other North","American Samoa",146.554840956119,NA,"ASM"
"Afghanistan","Andorra",0,"AFG","AND"
"Albania","Andorra",0,"ALB","AND"
"Algeria","Andorra",0,"DZA","AND"
"American Samoa","Andorra",0,"ASM","AND"
"Andorra","Andorra",0,"AND","AND"
"Angola","Andorra",0,"AGO","AND"
"Antigua and Barbuda","Andorra",0,"ATG","AND"
"Argentina","Andorra",223.698767149573,"ARG","AND"
"Armenia","Andorra",0,"ARM","AND"
"Aruba","Andorra",0,"ABW","AND"
"Australia","Andorra",58.9385973328216,"AUS","AND"
"Austria","Andorra",0,"AUT","AND"
"Azerbaijan","Andorra",0,"AZE","AND"
"Bahamas, The","Andorra",0,"BHS","AND"
"Bahrain","Andorra",0,"BHR","AND"
"Bangladesh","Andorra",0,"BGD","AND"
"Barbados","Andorra",0,"BRB","AND"
"Belarus","Andorra",0,"BLR","AND"
"Belgium","Andorra",330.859853209249,"BEL","AND"
"Belize","Andorra",0,"BLZ","AND"
"Benin","Andorra",0,"BEN","AND"
"Bermuda","Andorra",0,"BMU","AND"
"Bhutan","Andorra",0,"BTN","AND"
"Bolivia","Andorra",0,"BOL","AND"
"Bosnia and Herzegovina","Andorra",0,"BIH","AND"
"Botswana","Andorra",0,"BWA","AND"
"Brazil","Andorra",0,"BRA","AND"
"Brunei Darussalam","Andorra",0,"BRN","AND"
"Bulgaria","Andorra",0,"BGR","AND"
"Burkina Faso","Andorra",0,"BFA","AND"
"Burundi","Andorra",0,"BDI","AND"
"Cambodia","Andorra",0,"KHM","AND"
"Cameroon","Andorra",0,"CMR","AND"
"Canada","Andorra",0,"CAN","AND"
"Cape Verde","Andorra",0,"CPV","AND"
"Cayman Islands","Andorra",0,"CYM","AND"
"Central African Republic","Andorra",0,"CAF","AND"
"Chad","Andorra",0,"TCD","AND"
"Channel Islands","Andorra",0,"","AND"
"Chile","Andorra",81.7103281205027,"CHL","AND"
"China","Andorra",0,"CHN","AND"
"Colombia","Andorra",0,"COL","AND"
"Comoros","Andorra",0,"COM","AND"
"Congo, Dem. Rep.","Andorra",0,"COD","AND"
"Congo, Rep.","Andorra",0,"COG","AND"
"Costa Rica","Andorra",0,"CRI","AND"
"Côte d'Ivoire","Andorra",0,"CIV","AND"
"Croatia","Andorra",0,"HRV","AND"
"Cuba","Andorra",0,"CUB","AND"
"Cyprus","Andorra",0,"CYP","AND"
"Czech Republic","Andorra",0,"CZE","AND"
"Denmark","Andorra",0,"DNK","AND"
"Djibouti","Andorra",0,"DJI","AND"
"Dominica","Andorra",0,"DMA","AND"
"Dominican Republic","Andorra",0,"DOM","AND"
"Ecuador","Andorra",0,"ECU","AND"
"Egypt, Arab Rep.","Andorra",0,"EGY","AND"
"El Salvador","Andorra",0,"SLV","AND"
"Equatorial Guinea","Andorra",0,"GNQ","AND"
"Eritrea","Andorra",0,"ERI","AND"
"Estonia","Andorra",0,"EST","AND"
"Ethiopia","Andorra",0,"ETH","AND"
"Faeroe Islands","Andorra",0,"FRO","AND"
"Fiji","Andorra",0,"FJI","AND"
"Finland","Andorra",0,"FIN","AND"
"France","Andorra",5805.45183728293,"FRA","AND"
"French Polynesia","Andorra",0,"PYF","AND"
"Gabon","Andorra",0,"GAB","AND"
"Gambia, The","Andorra",0,"GMB","AND"
"Georgia","Andorra",0,"GEO","AND"
"Germany","Andorra",479.545860117049,"DEU","AND"
"Ghana","Andorra",0,"GHA","AND"
"Gibraltar","Andorra",0,"GIB","AND"
"Greece","Andorra",0,"GRC","AND"
"Greenland","Andorra",0,"GRL","AND"
"Grenada","Andorra",0,"GRD","AND"
"Guam","Andorra",0,"GUM","AND"
"Guatemala","Andorra",0,"GTM","AND"
"Guinea","Andorra",0,"GIN","AND"
"Guinea-Bissau","Andorra",0,"GNB","AND"
"Guyana","Andorra",0,"GUY","AND"
"Haiti","Andorra",0,"HTI","AND"
"Honduras","Andorra",0,"HND","AND"
"Hong Kong, China","Andorra",0,"HKG","AND"
"Hungary","Andorra",0,"HUN","AND"
"Iceland","Andorra",0,"ISL","AND"
"India","Andorra",184.852873452941,"IND","AND"
"Indonesia","Andorra",0,"IDN","AND"
"Iran, Islamic Rep.","Andorra",0,"IRN","AND"
"Iraq","Andorra",0,"IRQ","AND"
"Ireland","Andorra",0,"IRL","AND"
"Isle of Man","Andorra",0,"IMN","AND"
"Israel","Andorra",0,"ISR","AND"
"Italy","Andorra",211.64314496786,"ITA","AND"
"Jamaica","Andorra",0,"JAM","AND"
"Japan","Andorra",0,"JPN","AND"
"Jordan","Andorra",0,"JOR","AND"
"Kazakhstan","Andorra",0,"KAZ","AND"
"Kenya","Andorra",0,"KEN","AND"
"Kiribati","Andorra",0,"KIR","AND"
"Korea, Dem. Rep.","Andorra",0,"PRK","AND"
"Korea, Rep.","Andorra",0,"KOR","AND"
"Kosovo","Andorra",0,"KOS","AND"
"Kuwait","Andorra",0,"KWT","AND"
"Kyrgyz Republic","Andorra",0,"KGZ","AND"
"Lao PDR","Andorra",0,"LAO","AND"
"Latvia","Andorra",0,"LVA","AND"
"Lebanon","Andorra",0,"LBN","AND"
"Lesotho","Andorra",0,"LSO","AND"
"Liberia","Andorra",0,"LBR","AND"
"Libya","Andorra",0,"LBY","AND"
"Liechtenstein","Andorra",0,"LIE","AND"
"Lithuania","Andorra",0,"LTU","AND"
"Luxembourg","Andorra",0,"LUX","AND"
"Macao, China","Andorra",0,"MAC","AND"
"Macedonia, FYR","Andorra",0,"MKD","AND"
"Madagascar","Andorra",0,"MDG","AND"
"Malawi","Andorra",0,"MWI","AND"
"Malaysia","Andorra",0,"MYS","AND"
"Maldives","Andorra",0,"MDV","AND"
"Mali","Andorra",0,"MLI","AND"
"Malta","Andorra",0,"MLT","AND"
"Marshall Islands","Andorra",0,"MHL","AND"
"Mauritania","Andorra",0,"MRT","AND"
"Mauritius","Andorra",0,"MUS","AND"
"Mayotte","Andorra",0,"MYT","AND"
"Mexico","Andorra",0,"MEX","AND"
"Micronesia, Fed. Sts.","Andorra",0,"FSM","AND"
"Moldova","Andorra",0,"MDA","AND"
"Monaco","Andorra",0,"MCO","AND"
"Mongolia","Andorra",0,"MNG","AND"
"Montenegro","Andorra",0,"MNE","AND"
"Morocco","Andorra",628.231867024849,"MAR","AND"
"Mozambique","Andorra",0,"MOZ","AND"
"Myanmar","Andorra",0,"MMR","AND"
"Namibia","Andorra",0,"NAM","AND"
"Nepal","Andorra",0,"NPL","AND"
"Netherlands","Andorra",328.180826057757,"NLD","AND"
"Netherlands Antilles","Andorra",0,"ANT","AND"
"New Caledonia","Andorra",0,"NCL","AND"
"New Zealand","Andorra",0,"NZL","AND"
"Nicaragua","Andorra",0,"NIC","AND"
"Niger","Andorra",0,"NER","AND"
"Nigeria","Andorra",0,"NGA","AND"
"Northern Mariana Islands","Andorra",0,"MNP","AND"
"Norway","Andorra",0,"NOR","AND"
"Oman","Andorra",0,"OMN","AND"
"Pakistan","Andorra",0,"PAK","AND"
"Palau","Andorra",0,"PLW","AND"
"Panama","Andorra",0,"PAN","AND"
"Papua New Guinea","Andorra",0,"PNG","AND"
"Paraguay","Andorra",0,"PRY","AND"
"Peru","Andorra",0,"PER","AND"
"Philippines","Andorra",413.909694905497,"PHL","AND"
"Poland","Andorra",0,"POL","AND"
"Portugal","Andorra",9013.58685119447,"PRT","AND"
"Puerto Rico","Andorra",0,"PRI","AND"
"Qatar","Andorra",0,"QAT","AND"
"Romania","Andorra",0,"ROU","AND"
"Russian Federation","Andorra",0,"RUS","AND"
"Rwanda","Andorra",0,"RWA","AND"
"Samoa","Andorra",0,"WSM","AND"
"San Marino","Andorra",0,"SMR","AND"
"São Tomé and Principe","Andorra",0,"STP","AND"
"Saudi Arabia","Andorra",0,"SAU","AND"
"Senegal","Andorra",0,"SEN","AND"
"Serbia","Andorra",0,"SRB","AND"
"Seychelles","Andorra",0,"SYC","AND"
"Sierra Leone","Andorra",0,"SLE","AND"
"Singapore","Andorra",0,"SGP","AND"
"Slovak Republic","Andorra",0,"SVK","AND"
"Slovenia","Andorra",0,"SVN","AND"
"Solomon Islands","Andorra",0,"SLB","AND"
"Somalia","Andorra",0,"SOM","AND"
"South Africa","Andorra",0,"ZAF","AND"
"Spain","Andorra",34925.1374604241,"ESP","AND"
"Sri Lanka","Andorra",0,"LKA","AND"
"St. Kitts and Nevis","Andorra",0,"KNA","AND"
"St. Lucia","Andorra",0,"LCA","AND"
"St. Vincent and the Grenadines","Andorra",0,"VCT","AND"
"Sudan","Andorra",0,"SDN","AND"
"Suriname","Andorra",0,"SUR","AND"
"Swaziland","Andorra",0,"SWZ","AND"
"Sweden","Andorra",69.6547059387892,"SWE","AND"
"Switzerland","Andorra",100.463518180946,"CHE","AND"
"Syrian Arab Republic","Andorra",0,"SYR","AND"
"Tajikistan","Andorra",0,"TJK","AND"
"Tanzania","Andorra",0,"TZA","AND"
"Thailand","Andorra",0,"THA","AND"
"Timor-Leste","Andorra",0,"TLS","AND"
"Togo","Andorra",0,"TGO","AND"
"Tonga","Andorra",0,"TON","AND"
"Trinidad and Tobago","Andorra",0,"TTO","AND"
"Tunisia","Andorra",0,"TUN","AND"
"Turkey","Andorra",0,"TUR","AND"
"Turkmenistan","Andorra",0,"TKM","AND"
"Turks and Caicos Islands","Andorra",0,"TCA","AND"
"Tuvalu","Andorra",0,"TUV","AND"
"Uganda","Andorra",0,"UGA","AND"
"Ukraine","Andorra",0,"UKR","AND"
"United Arab Emirates","Andorra",0,"ARE","AND"
"United Kingdom","Andorra",1264.50081550417,"GBR","AND"
"United States","Andorra",117.877194665643,"USA","AND"
"Uruguay","Andorra",101.803031756692,"URY","AND"
"Uzbekistan","Andorra",0,"UZB","AND"
"Vanuatu","Andorra",0,"VUT","AND"
"Venezuela, RB","Andorra",0,"VEN","AND"
"Vietnam","Andorra",0,"VNM","AND"
"Virgin Islands (U.S.)","Andorra",0,"VIR","AND"
"West Bank and Gaza","Andorra",0,"PSE","AND"
"Yemen, Rep.","Andorra",0,"YEM","AND"
"Zambia","Andorra",0,"ZMB","AND"
"Zimbabwe","Andorra",0,"ZWE","AND"
"Other South","Andorra",45.3196534797079,NA,"AND"
"Other North","Andorra",1461.63311923448,NA,"AND"
"Afghanistan","Angola",0,"AFG","AGO"
"Albania","Angola",0,"ALB","AGO"
"Algeria","Angola",0,"DZA","AGO"
"American Samoa","Angola",0,"ASM","AGO"
"Andorra","Angola",0,"AND","AGO"
"Angola","Angola",0,"AGO","AGO"
"Antigua and Barbuda","Angola",0,"ATG","AGO"
"Argentina","Angola",0,"ARG","AGO"
"Armenia","Angola",0,"ARM","AGO"
"Aruba","Angola",0,"ABW","AGO"
"Australia","Angola",0,"AUS","AGO"
"Austria","Angola",0,"AUT","AGO"
"Azerbaijan","Angola",0,"AZE","AGO"
"Bahamas, The","Angola",0,"BHS","AGO"
"Bahrain","Angola",0,"BHR","AGO"
"Bangladesh","Angola",0,"BGD","AGO"
"Barbados","Angola",0,"BRB","AGO"
"Belarus","Angola",0,"BLR","AGO"
"Belgium","Angola",0,"BEL","AGO"
"Belize","Angola",0,"BLZ","AGO"
"Benin","Angola",0,"BEN","AGO"
"Bermuda","Angola",0,"BMU","AGO"
"Bhutan","Angola",0,"BTN","AGO"
"Bolivia","Angola",0,"BOL","AGO"
"Bosnia and Herzegovina","Angola",0,"BIH","AGO"
"Botswana","Angola",0,"BWA","AGO"
"Brazil","Angola",0,"BRA","AGO"
"Brunei Darussalam","Angola",0,"BRN","AGO"
"Bulgaria","Angola",0,"BGR","AGO"
"Burkina Faso","Angola",0,"BFA","AGO"
"Burundi","Angola",0,"BDI","AGO"
"Cambodia","Angola",0,"KHM","AGO"
"Cameroon","Angola",0,"CMR","AGO"
"Canada","Angola",0,"CAN","AGO"
"Cape Verde","Angola",13219.0789888378,"CPV","AGO"
"Cayman Islands","Angola",0,"CYM","AGO"
"Central African Republic","Angola",0,"CAF","AGO"
"Chad","Angola",0,"TCD","AGO"
"Channel Islands","Angola",0,"","AGO"
"Chile","Angola",0,"CHL","AGO"
